budget,gross,user_vote,critic_review_ratio,movie_fb,director_fb,actor1_fb,other_actors_fb,duration,face_number,year,country,content,binned_score
25000000,52528330,4265,0.888888889,16719.61766,949.3756281,975,921,100,2.388288288,2013,USA,PG-13,"(4, 6]"
25000000,51533608,203111,0.540397351,32000,248,14000,1524,117,1,2011,USA,R,"(6, 8]"
26000000,84136909,267921,0.313691508,16719.61766,285,640000,15000,98,5,2004,USA,PG-13,"(6, 8]"
25000000,47124400,49676,0.70718232,16719.61766,52,14000,2579,97,2.388288288,2005,USA,PG,"(6, 8]"
25000000,44700000,537442,0.172737955,19000,949.3756281,14000,1308,142,2.388288288,1983,USA,R,"(8, 10]"
25000000,44455658,36253,0.532608696,16719.61766,176,742,1126,98,2,1997,USA,R,"(6, 8]"
23000000,43984230,70274,0.563909774,16719.61766,973,1000,1043,219,2.388288288,1987,Other,PG-13,"(6, 8]"
25000000,66489425,101977,1.677018634,16719.61766,175,24000,1469,109,3,2012,USA,R,"(6, 8]"
25000000,40218903,372990,0.359530262,16000,949.3756281,272,215,158,2.388288288,2007,USA,R,"(8, 10]"
25000000,39880476,12218,1.151515152,187,949.3756281,1000,1038,85,2.388288288,2002,USA,PG,"(4, 6]"
25000000,39399750,5674,1.285714286,329,949.3756281,971,865,80,2.388288288,2003,USA,PG,"(4, 6]"
25000000,38230435,29661,0.452513966,16719.61766,92,744,955,86,3,2002,USA,PG-13,"(4, 6]"
25000000,39008741,44838,0.394618834,16719.61766,42,2000,1870,119,2.388288288,2005,USA,PG,"(6, 8]"
25000000,36833473,53126,0.456692913,16719.61766,20,5000,1760,98,1,2001,Other,R,"(6, 8]"
25000000,48237389,63969,1.023809524,16719.61766,29,15000,1668,97,1,2008,USA,PG-13,"(4, 6]"
25000000,36447959,35833,1.572916667,10000,44,4000,1141,124,2.388288288,2014,USA,PG,"(6, 8]"
25000000,45089048,86251,0.761538462,58000,176,12000,21000,97,3,2014,Other,PG-13,"(6, 8]"
20000000,35990505,48095,0.340206186,16719.61766,29,14000,1742,105,1,2003,USA,PG,"(4, 6]"
30000000,34604054,34942,0.589189189,1000,43,5000,1050,101,2,2003,USA,R,"(4, 6]"
25000000,41597830,102123,0.263636364,16719.61766,335,11000,1107,114,3,2002,USA,PG-13,"(6, 8]"
25000000,31526393,22243,0.652777778,686,27,601,1065,97,2.388288288,2004,USA,PG-13,"(4, 6]"
25500000,41229,14612,2.219512195,16719.61766,949.3756281,15000,1705,144,6,2013,Other,R,"(6, 8]"
30000000,31655091,87331,0.406593407,18000,59,49000,1105,114,2.388288288,2007,USA,PG,"(6, 8]"
25000000,30012990,75973,0.344743276,16719.61766,159,288,489,124,1,1998,UK,R,"(6, 8]"
25000000,14500000,25019,0.496855346,16719.61766,130,469,665,160,2.388288288,1970,Other,G,"(6, 8]"
25000000,29247405,28377,0.126436782,16719.61766,14,1000,600,93,1,1997,UK,PG,"(0, 4]"
25000000,25615792,10161,1.66,657,82,756,1284,88,2.388288288,2009,USA,PG-13,"(0, 4]"
25000000,28341469,1689764,0.048021236,108000,949.3756281,11000,1206,142,2.388288288,1994,USA,R,"(8, 10]"
21150000,25590119,19699,0.596638655,387,23,460,604,92,2.388288288,2001,Other,PG,"(4, 6]"
27000000,24944213,63459,0.335135135,3000,101,13000,1595,117,2,1996,USA,PG-13,"(6, 8]"
25000000,33631221,48559,1.206896552,16719.61766,81,3000,652,111,1,2014,USA,R,"(4, 6]"
30000000,21835784,58297,0.695652174,16719.61766,13,618,337,107,3,2005,USA,PG-13,"(6, 8]"
23000000,15785632,32507,1.81512605,15000,452,20000,873,106,3,2016,UK,PG-13,"(6, 8]"
25000000,21554585,36108,0.440366972,16719.61766,949.3756281,18000,17000,136,2.388288288,1998,USA,R,"(6, 8]"
25000000,80014842,104356,0.870967742,14000,529,17000,1551,108,2.388288288,2010,USA,PG-13,"(6, 8]"
25000000,24042490,40776,1.192,10000,24,3000,596,99,1,2010,USA,R,"(4, 6]"
25000000,17718223,162067,0.291139241,16719.61766,17,13000,994,93,5,2004,USA,R,"(6, 8]"
13000000,15361537,12263,0.439393939,564,70,462,667,98,2.388288288,2002,Other,PG-13,"(4, 6]"
25000000,16118077,5817,0.756756757,377,21,967,1185,107,2.388288288,1988,USA,R,"(4, 6]"
25000000,15091542,4086,0.863636364,246,48,940,971,90,2,1996,UK,G,"(4, 6]"
16000000,15045676,76303,0.763297872,16719.61766,219,902,1095,115,1,2009,USA,PG-13,"(4, 6]"
8000000,17427926,60062,0.663817664,16719.61766,27,960,713,93,2.388288288,2008,USA,R,"(4, 6]"
25000000,14637490,16411,1.176470588,16719.61766,949.3756281,798,629,107,2,2010,USA,R,"(4, 6]"
25000000,14589444,171151,0.245614035,16719.61766,42,355,266,110,2,2004,USA,R,"(6, 8]"
25000000,14095303,15814,0.735294118,503,17,900,464,101,1,1996,USA,R,"(4, 6]"
30000000,1865774,87682,1.494252874,43000,241,27000,305,132,2,2015,UK,R,"(6, 8]"
25000000,18860403,20823,1.776923077,16719.61766,160,963,1788,90,2.388288288,2011,USA,PG-13,"(0, 4]"
25000000,28831145,39357,1.407079646,14000,425,3000,614,110,1,2014,USA,R,"(6, 8]"
25000000,11538204,23696,1.474074074,16719.61766,949.3756281,18000,1939,122,2.388288288,2010,USA,PG-13,"(6, 8]"
25000000,11008432,43903,0.613402062,5000,308,13000,1819,107,2.388288288,2005,USA,PG-13,"(6, 8]"
26000000,12188642,21098,2.142857143,16719.61766,36,562,898,127,7,2015,Other,PG-13,"(6, 8]"
25000000,11100000,92464,0.543806647,19000,949.3756281,400,275,99,1,1986,USA,PG-13,"(6, 8]"
25000000,13651662,332276,0.616731518,77000,149,27000,1379,140,1,2011,USA,PG-13,"(8, 10]"
28000000,11030963,24145,0.47311828,16719.61766,277,25000,22000,133,2,1996,UK,R,"(6, 8]"
25000000,10769960,21940,0.0859375,16719.61766,33,854,953,271,2.388288288,1993,USA,PG,"(6, 8]"
25000000,10911750,17757,1.444444444,982,108,23000,19000,112,2,2008,USA,R,"(6, 8]"
25000000,10719367,7909,0.458598726,261,79,16000,11956,99,3,2002,USA,PG-13,"(4, 6]"
25000000,10114315,18693,0.374331551,16719.61766,57,181,243,100,2.388288288,1999,USA,PG-13,"(6, 8]"
14000000,49122319,47169,1.62962963,17000,30,941,768,92,2.388288288,2012,USA,PG-13,"(4, 6]"
25000000,10070000,5668,0.4,491,121,3000,978,105,3,1996,USA,PG-13,"(6, 8]"
25000000,7156933,14581,1.918918919,348,529,442,426,116,2.388288288,2006,USA,R,"(6, 8]"
17000000,9286314,4972,0.435483871,16719.61766,22,174,252,88,1,1991,USA,R,"(4, 6]"
25000000,56692,177401,0.704365079,32000,214,10000,12000,111,2,2009,USA,R,"(6, 8]"
25000000,5654777,4875,1.192307692,206,32,843,917,95,3,2005,USA,PG-13,"(4, 6]"
25000000,5516708,11375,0.956043956,295,6,849,1089,95,2,2001,USA,R,"(4, 6]"
25000000,5128124,44198,0.501992032,11000,79,12000,556,127,1,2005,Other,PG-13,"(6, 8]"
15000000,4006906,3229,1.15,83,2,927,1719,95,7,2005,USA,PG-13,"(4, 6]"
25000000,3073392,59462,0.763333333,16719.61766,353,45,48,121,2.388288288,2008,Other,R,"(6, 8]"
25000000,1550000,30628,0.303609342,937,892,783,1087,92,2,2005,USA,R,"(0, 4]"
25000000,871527,14982,0.7578125,507,460,14000,1490,107,2,2005,Other,R,"(6, 8]"
13500000,85433,69676,0.946564885,31000,911,5000,466,131,2,2013,Other,R,"(6, 8]"
20000000,1697956,64944,1.320754717,6000,949.3756281,12000,870,122,2,2009,USA,R,"(6, 8]"
25000000,183662,18395,2.458333333,16719.61766,949.3756281,541,265,134,6,2010,Other,R,"(6, 8]"
25000000,134904,2395,2.882352941,636,138,908,997,117,9,2010,USA,R,"(4, 6]"
25000000,16969390,80861,0.779582367,24000,949.3756281,13000,12000,138,4,2013,USA,R,"(4, 6]"
14000000,34700000,52846,0.356643357,16719.61766,350,18000,17418,119,2,1988,USA,R,"(6, 8]"
25000000,717753,33107,1.96875,27000,179,17000,14000,137,4,2012,Other,R,"(6, 8]"
25000000,109713132,61621,0.484018265,16719.61766,12000,12000,1307,119,5,1986,USA,PG,"(6, 8]"
105000000,28772222,33958,1,37000,19,1000,1745,114,1,2015,USA,PG-13,"(4, 6]"
24000000,101334374,124941,0.399590164,16719.61766,949.3756281,865,1072,120,5,1997,USA,R,"(6, 8]"
8200000,80000000,51459,0.530973451,16719.61766,71,967,759,107,2.388288288,1984,USA,PG,"(6, 8]"
24000000,74608545,185258,0.304455446,16719.61766,480,8000,1406,88,4,2003,USA,R,"(6, 8]"
24000000,41895491,63274,0.494117647,12000,949.3756281,12000,604,137,1,1991,USA,R,"(6, 8]"
24000000,39989008,55398,0.299043062,891,41,45000,1970,100,2,1998,USA,R,"(4, 6]"
24000000,31452765,149835,1.016460905,16719.61766,949.3756281,218,308,101,7,2008,USA,R,"(6, 8]"
24000000,20218,5431,0.9,204,269,1000,873,88,2,2001,USA,PG-13,"(4, 6]"
24000000,28871190,125421,0.345454545,16719.61766,446,11000,1898,127,2.388288288,1999,USA,R,"(6, 8]"
24000000,16964743,22844,0.6,876,126,2000,1875,95,1,2004,USA,PG-13,"(4, 6]"
24000000,13000000,10895,0.213333333,16719.61766,949.3756281,738,522,118,2.388288288,1978,USA,G,"(4, 6]"
24000000,12372410,11709,0.504950495,650,48,1000,1897,107,1,2000,USA,PG-13,"(4, 6]"
24000000,8427204,10100,1.237288136,153,41,512,678,124,2.388288288,1999,USA,R,"(4, 6]"
24000000,9639242,16437,2.485294118,16719.61766,41,2000,1847,89,2.388288288,2011,USA,PG-13,"(4, 6]"
24000000,25003072,72552,0.975935829,13000,192,3000,1706,88,2.388288288,2010,USA,R,"(4, 6]"
23000000,6144806,12821,0.455645161,16719.61766,18000,18000,5286,118,1,2004,USA,PG-13,"(6, 8]"
24000000,4308981,2265,0.486486486,839,9,23000,538,93,2,1998,USA,PG,"(0, 4]"
28000000,669276,2541,0.212765957,408,18,742,156,80,2.388288288,1993,UK,G,"(6, 8]"
24000000,42880,2919,0.32,181,6,22000,1052,120,3,2004,UK,PG,"(4, 6]"
24000000,4710455,214091,0.642424242,13000,6000,23000,1135,119,2.388288288,2004,Other,PG,"(8, 10]"
23600000,75590286,386217,0.804701627,26000,181,15000,13011,88,4,2009,USA,R,"(6, 8]"
207000000,218051260,316020,0.170359053,16719.61766,949.3756281,6000,1002,201,2.388288288,2005,Other,PG-13,"(6, 8]"
20000000,161487252,119450,0.36,16719.61766,153,11000,1427,90,2.388288288,1998,USA,PG-13,"(6, 8]"
18000000,290158751,837759,0.247777778,17000,883,11000,945,127,2.388288288,1980,USA,PG,"(8, 10]"
19000000,65807024,172405,0.310344828,16719.61766,949.3756281,10000,589,119,2.388288288,1995,USA,R,"(6, 8]"
12500000,40962534,188652,1.461805556,22000,949.3756281,33000,23000,101,1,2011,USA,R,"(6, 8]"
23000000,27338033,19709,0.550898204,16719.61766,956,20000,650,97,3,2001,USA,PG-13,"(6, 8]"
23000000,25556065,355126,0.767379679,148000,949.3756281,19000,233,126,1,2013,USA,R,"(6, 8]"
23000000,15785632,32513,1.81512605,15000,452,20000,873,106,3,2016,UK,PG-13,"(6, 8]"
23000000,21973182,53415,0.412979351,16719.61766,131,23000,143,97,2,2001,USA,R,"(6, 8]"
23000000,18653615,14786,0.349514563,638,61,20000,1204,114,2,1999,USA,PG-13,"(6, 8]"
23000000,12189514,30092,0.503875969,16719.61766,3,448,263,101,2.388288288,2004,USA,PG-13,"(6, 8]"
23000000,13019253,3914,1.127659574,153,12,327,530,88,4,2000,USA,PG-13,"(4, 6]"
23000000,18934858,72646,0.992443325,16719.61766,949.3756281,17000,13947,93,5,2011,Other,R,"(4, 6]"
23000000,20763013,30840,0.208877285,16719.61766,114,912,969,92,2.388288288,1987,USA,PG-13,"(0, 4]"
23000000,12782508,20163,0.633802817,1000,4,29000,33000,98,2,1996,USA,PG-13,"(6, 8]"
23000000,11508423,3174,2.473684211,376,258,721,887,94,2,2008,USA,PG,"(4, 6]"
23000000,10660147,17740,0.545454545,16719.61766,277,327,318,102,2.388288288,1999,UK,R,"(6, 8]"
23000000,7434726,14473,0.37037037,16719.61766,23,1000,1982,98,2,1991,USA,R,"(4, 6]"
23000000,2708188,8924,3.604651163,16719.61766,350,201,153,100,1,2009,UK,R,"(6, 8]"
25000000,71975611,209396,0.54137931,11000,101,129,48,114,2.388288288,2007,USA,PG-13,"(6, 8]"
22500000,4190530,53341,0.989189189,18000,949.3756281,523,702,111,2.388288288,2014,Other,R,"(6, 8]"
23000000,176483808,247289,0.279869067,16719.61766,101,931,1595,107,1,1998,USA,R,"(6, 8]"
20000000,75597042,26434,0.528735632,16719.61766,102,2000,2000,127,2.388288288,2002,USA,G,"(6, 8]"
35000000,70960517,54631,0.359375,16719.61766,16000,16000,11086,135,2.388288288,1995,USA,PG-13,"(6, 8]"
22000000,50728000,48909,0.319277108,16719.61766,34,649,614,114,2.388288288,1995,USA,PG-13,"(4, 6]"
22000000,40270895,121937,0.299303944,15000,24,967,1418,132,2.388288288,2001,USA,PG-13,"(6, 8]"
22000000,59696176,15448,0.350574713,15000,25,329,189,170,1,2014,USA,PG-13,"(4, 6]"
22000000,36020063,62584,0.309333333,16719.61766,101,896,779,112,2,2005,USA,R,"(6, 8]"
21000000,33313582,52888,1.417142857,16719.61766,949.3756281,13000,1424,108,1,2009,USA,R,"(6, 8]"
26000000,30659817,59805,1.768421053,16719.61766,31,390,421,105,10,2013,USA,PG-13,"(6, 8]"
40000000,5773519,28621,1.747252747,11000,118,11000,1287,110,2,2015,USA,PG-13,"(4, 6]"
22000000,49002815,15665,2.514285714,16719.61766,42,975,1086,94,2,2012,USA,PG,"(6, 8]"
22000000,19283782,31227,0.240112994,16719.61766,949.3756281,978,1765,142,2.388288288,1999,USA,R,"(6, 8]"
22000000,30059386,128593,0.208765859,16719.61766,949.3756281,8000,1898,104,5,2001,USA,R,"(6, 8]"
126000000,35799026,263336,0.285873192,16719.61766,949.3756281,19000,15000,136,1,2005,USA,PG-13,"(6, 8]"
22000000,29997095,60926,1.400662252,23000,1000,19000,18000,106,5,2016,UK,PG-13,"(6, 8]"
22000000,14252830,18900,0.384297521,16719.61766,4,3000,569,98,2.388288288,2001,Other,PG-13,"(4, 6]"
22000000,19783777,82804,1.318181818,15000,39,26000,11798,100,1,2013,USA,R,"(6, 8]"
22000000,12784713,56813,0.480314961,16719.61766,737,6000,1396,107,11,2004,USA,R,"(6, 8]"
23500000,10696210,35018,0.416666667,716,87,1000,1517,104,2.388288288,1993,USA,PG-13,"(0, 4]"
22000000,5974653,2253,0.162162162,158,53,2000,1171,104,2.388288288,2001,USA,PG-13,"(4, 6]"
25000000,5000000,1547,0.44,104,688,638,92,143,2,1970,USA,G,"(6, 8]"
21000000,4398392,59507,0.995689655,16719.61766,719,2000,484,145,1,2006,Other,R,"(6, 8]"
2000000,13746550,29322,1.692307692,16719.61766,21,14000,1170,100,5,2012,USA,R,"(6, 8]"
22000000,20668843,16831,1.814814815,687,144,939,1165,104,3,2008,USA,PG-13,"(4, 6]"
22000000,2963012,48873,1.419047619,11000,17,14000,488,92,1,2014,UK,R,"(6, 8]"
22000000,1796024,34985,1.022222222,16719.61766,43,22000,14827,105,1,2010,USA,R,"(4, 6]"
16000000,634277,5166,2.888888889,815,2,809,601,120,1,2007,Other,PG-13,"(6, 8]"
22000000,11326836,83171,1.246753247,17000,108,23000,940,116,2.388288288,2013,USA,R,"(6, 8]"
25000000,49024969,133367,0.82369146,16719.61766,209,1000,1417,119,2.388288288,2007,USA,R,"(6, 8]"
21000000,46700000,19832,0.43877551,16719.61766,16000,16000,497,136,1,1982,USA,PG,"(4, 6]"
17000000,42660000,25086,0.689655172,1000,8,533,418,96,2.388288288,1993,USA,PG,"(4, 6]"
21000000,132088910,533607,0.778901734,117000,737,34000,36000,122,2.388288288,2012,USA,R,"(6, 8]"
21000000,36581633,52533,0.357446809,10000,98,2000,1405,123,1,2007,Other,PG-13,"(6, 8]"
21000000,25296447,237248,0.37173913,16719.61766,255,26000,1447,92,2.388288288,2002,Other,PG-13,"(6, 8]"
20000000,24848292,80556,0.760869565,16719.61766,65,3000,576,110,1,2008,USA,PG-13,"(6, 8]"
21000000,17757087,13065,0.335968379,897,52,711,974,104,1,1999,USA,R,"(4, 6]"
21000000,6830957,11983,0.755102041,365,52,15000,1347,112,3,2002,USA,PG-13,"(6, 8]"
20000000,24104113,149066,0.901353965,24000,140,19000,24000,127,1,2011,Other,R,"(6, 8]"
21000000,15593,2295,0.4,284,18,670,605,102,1,1999,USA,PG-13,"(4, 6]"
21000000,958319,39764,1.864864865,17000,949.3756281,34000,462,91,2.388288288,2011,USA,PG-13,"(6, 8]"
18000000,173585516,200077,0.195767196,16719.61766,949.3756281,3000,2000,120,2,1992,USA,PG,"(6, 8]"
19400870,128300000,139288,0.504424779,16719.61766,14000,559,733,135,2.388288288,1977,USA,PG,"(6, 8]"
20000000,20259297,24969,0.573643411,16719.61766,2,16000,1807,90,2.388288288,2006,USA,PG-13,"(4, 6]"
28000000,153665036,84824,0.526315789,16719.61766,12000,936,1506,100,1,1987,USA,R,"(6, 8]"
19000000,130727000,887467,0.201965066,40000,438,12000,999,138,2.388288288,1991,USA,R,"(8, 10]"
20000000,121697350,114610,0.346590909,16719.61766,122,1000,1236,94,2,1992,USA,PG-13,"(6, 8]"
20000000,102922376,51314,0.283018868,16719.61766,82,813,451,131,2.388288288,1978,USA,PG,"(4, 6]"
32000000,82301521,22679,0.503355705,773,32,826,1205,95,2,2005,USA,PG,"(4, 6]"
20000000,84518155,35965,1.027777778,11000,265,989,1095,100,2.388288288,2014,USA,R,"(4, 6]"
20000000,80050171,186984,0.515274949,16719.61766,154,884,1118,105,2.388288288,2007,USA,PG-13,"(6, 8]"
35000000,81257845,210680,0.425887265,16719.61766,949.3756281,2000,1418,108,1,2003,USA,PG-13,"(6, 8]"
18000000,70360285,81783,0.254416961,16719.61766,545,1000,1545,101,2.388288288,1995,USA,PG-13,"(4, 6]"
37000000,69148997,98794,0.247011952,16719.61766,322,1000,1821,109,4,2004,USA,PG-13,"(4, 6]"
20000000,82624961,205284,1.250569476,22000,729,8000,1279,115,2.388288288,2011,USA,R,"(6, 8]"
20000000,67325559,58222,0.320241692,16719.61766,99,596,430,117,2.388288288,2003,USA,PG,"(6, 8]"
20000000,56667870,439176,0.858992806,83000,949.3756281,2000,1160,134,2.388288288,2013,USA,R,"(8, 10]"
20000000,56398162,28649,0.345945946,2000,30,962,877,118,2.388288288,2002,USA,PG-13,"(4, 6]"
20000000,60072596,7664,0.588235294,16719.61766,949.3756281,2000,1628,121,8,2010,USA,PG-13,"(4, 6]"
20000000,56362352,357581,0.18877551,16000,13000,40000,1625,105,2.388288288,1990,USA,PG-13,"(6, 8]"
20000000,65623128,7354,0.62,16719.61766,949.3756281,982,1200,114,5,2012,USA,PG-13,"(4, 6]"
20000000,55461307,4654,1.760869565,18000,24,15000,1851,100,9,2016,USA,R,"(6, 8]"
20000000,48546578,50415,0.161500816,806,64,3000,1598,85,2.388288288,2006,USA,PG-13,"(0, 4]"
20000000,48423368,13324,1.012658228,302,2,1000,1111,72,1,2002,USA,G,"(4, 6]"
20000000,47887943,11634,1.465517241,227,949.3756281,3000,839,72,2.388288288,2003,USA,G,"(4, 6]"
20000000,46363118,25960,0.359897172,1000,19,526,741,89,2.388288288,2005,USA,PG-13,"(4, 6]"
20000000,47852604,62364,0.545994065,16719.61766,9,826,733,96,2.388288288,2007,USA,PG-13,"(4, 6]"
30000000,45542421,13319,1.679245283,347,25,304,269,77,2.388288288,2000,USA,G,"(6, 8]"
20000000,39737645,89687,0.168168168,16719.61766,82,926,1598,93,11,2007,USA,PG-13,"(0, 4]"
20000000,37567440,113068,0.492581602,16719.61766,468,919,874,129,2.388288288,1982,USA,R,"(6, 8]"
20000000,39143839,38658,0.461267606,930,70,4000,1348,137,2.388288288,2006,USA,PG-13,"(4, 6]"
20000000,37672350,5427,0.568627451,16719.61766,8,508,502,124,1,1998,USA,R,"(4, 6]"
20000000,38037513,49680,0.367521368,16719.61766,12,18000,1405,93,2,1991,USA,PG,"(6, 8]"
20000000,35596227,79461,0.719222462,10000,210,978,292,105,1,2010,USA,R,"(6, 8]"
20000000,35422828,19126,0.238709677,16719.61766,16,565,840,127,1,1997,USA,PG,"(6, 8]"
20000000,36658108,39095,0.652406417,16000,82,759,755,82,7,2010,USA,PG-13,"(0, 4]"
25000000,34300771,243799,0.313876652,16719.61766,949.3756281,11000,170,143,3,2006,Other,R,"(6, 8]"
19800000,34290142,54242,1.075862069,14000,189,2000,1949,103,8,2014,USA,R,"(6, 8]"
20000000,33422556,99236,0.912772586,16719.61766,53,22000,11652,104,2.388288288,2008,USA,PG-13,"(6, 8]"
30000000,32774834,136048,0.332857143,16719.61766,406,860,929,98,5,2004,USA,R,"(6, 8]"
11000000,34334256,35131,1.105882353,16000,34,383,655,92,2.388288288,2013,USA,R,"(4, 6]"
20000000,32051917,42315,0.407142857,16719.61766,36,10000,1631,123,2.388288288,1995,USA,R,"(6, 8]"
20000000,32014289,50337,0.86440678,13000,92,31000,1517,88,8,2013,USA,PG-13,"(0, 4]"
20000000,31838002,136673,1.153024911,10000,835,11000,1651,128,1,2008,USA,R,"(6, 8]"
20000000,36874745,12276,1.042735043,21000,58,141,123,107,2,2016,USA,PG-13,"(6, 8]"
35000000,30079316,75920,0.329113924,16719.61766,17,534,463,91,2.388288288,2002,USA,R,"(4, 6]"
19000000,35033759,55008,1.731182796,21000,12,786,1238,90,4,2011,USA,R,"(6, 8]"
20000000,31146570,55441,1.563636364,16719.61766,108,1000,122,113,3,2010,USA,R,"(6, 8]"
27000000,26876529,26624,0.746031746,16719.61766,2,741,567,87,1,2008,Other,PG-13,"(0, 4]"
20000000,53146000,9845,0.402597403,613,154,1000,1313,101,1,1996,USA,R,"(6, 8]"
20000000,34126138,666937,0.180317041,52000,1000,14000,5000,108,1,2004,USA,R,"(8, 10]"
20000000,25677801,41273,0.669117647,16719.61766,99,2000,1456,105,6,2010,USA,PG,"(4, 6]"
20000000,25584685,15877,0.911764706,590,26,720,1319,99,5,2007,USA,PG,"(4, 6]"
20000000,29975979,105797,1.039145907,16719.61766,35,125,53,98,2.388288288,2009,Other,R,"(6, 8]"
20000000,23179303,32951,2.136363636,6000,15,3000,1125,109,3,2011,Other,PG,"(4, 6]"
20000000,21413105,15230,0.206185567,16719.61766,23,25000,19748,119,1,1990,Other,PG-13,"(6, 8]"
20000000,25077977,10986,1,16719.61766,949.3756281,681,1129,90,2.388288288,2010,USA,PG,"(4, 6]"
20000000,23292105,39541,0.359281437,3000,212,960,1554,97,2.388288288,2006,USA,PG-13,"(4, 6]"
40000000,20916309,5332,2.783783784,431,949.3756281,87000,1040,89,4,2009,USA,PG,"(4, 6]"
20000000,28876924,4303,2.457142857,16719.61766,24,646,815,96,2.388288288,2016,USA,PG-13,"(6, 8]"
20000000,20241395,42664,0.282878412,16719.61766,949.3756281,2000,1877,104,2.388288288,1998,USA,R,"(6, 8]"
806947,32000000,422432,0.278846154,18000,13000,606,617,108,2,1960,USA,R,"(8, 10]"
40000000,19151864,36983,0.8,16719.61766,41,1000,990,112,3,2008,USA,R,"(4, 6]"
20000000,23393765,31323,1.289473684,16719.61766,19,15000,1931,104,2.388288288,2014,USA,PG-13,"(6, 8]"
20000000,18882880,20539,0.704,681,949.3756281,995,1924,113,3,2007,USA,R,"(4, 6]"
30000000,18252684,18366,0.273972603,16719.61766,160,1000,638,114,2,1998,USA,PG,"(6, 8]"
20000000,19661987,83786,0.666666667,16719.61766,57,11000,3905,124,2,2007,USA,R,"(6, 8]"
15000000,18352454,426359,0.360526316,76000,949.3756281,17000,1708,148,2.388288288,2007,USA,R,"(8, 10]"
20000000,17803796,26100,1.134020619,484,480,970,1510,108,1,2006,USA,PG-13,"(4, 6]"
19000000,25753840,219091,0.278716216,12000,949.3756281,16000,4844,108,2,1996,USA,R,"(6, 8]"
20000000,17518220,9105,0.592105263,16719.61766,949.3756281,21000,1801,103,1,1995,USA,PG-13,"(6, 8]"
20000000,17104669,99353,1.064971751,16719.61766,949.3756281,264,121,99,1,2004,Other,R,"(6, 8]"
35000000,16988996,3875,0.573333333,422,949.3756281,3000,1907,88,1,2002,USA,G,"(0, 4]"
20000000,15797907,68119,0.873913043,16719.61766,395,283,367,128,2.388288288,2007,USA,PG-13,"(6, 8]"
20000000,16248701,189683,0.343470483,16719.61766,949.3756281,6000,1409,124,2.388288288,2003,USA,R,"(6, 8]"
20000000,15712072,13210,0.557971014,269,2,787,1027,84,2.388288288,2004,USA,PG-13,"(4, 6]"
37000000,191449475,348010,0.228013029,19000,308,17000,22000,122,1,2008,USA,PG-13,"(4, 6]"
20000000,15408822,14147,0.880434783,401,13,651,1054,101,3,2003,USA,PG-13,"(4, 6]"
20000000,15464026,23076,0.512658228,1000,143,302,369,98,2,2000,USA,PG-13,"(4, 6]"
25000000,14174654,74945,0.309192201,16719.61766,82,869,953,88,2.388288288,2008,USA,PG-13,"(0, 4]"
27000000,15988876,26236,0.972727273,16719.61766,190,137000,622,88,6,2009,USA,PG-13,"(4, 6]"
20000000,13801755,23928,0.34,16719.61766,36,13000,1335,94,1,1997,USA,PG,"(6, 8]"
20000000,14291570,82082,1.224576271,10000,4,788,527,95,2,2012,Other,PG-13,"(6, 8]"
40000000,12181484,26390,0.431818182,713,272,1000,149,99,1,2004,USA,PG-13,"(4, 6]"
20000000,13630226,112516,0.67264574,16719.61766,83,26000,1894,96,2.388288288,2009,USA,R,"(6, 8]"
20000000,13383737,29385,0.779069767,979,11000,1000,1946,98,4,1994,USA,R,"(6, 8]"
20000000,13391174,5796,0.203389831,16719.61766,6,541,334,123,2.388288288,2006,USA,PG,"(6, 8]"
22000000,12469811,69172,0.493670886,16719.61766,563,12000,827,102,1,2005,USA,R,"(6, 8]"
20000000,13214030,60516,1.428571429,16719.61766,192,346,72,102,3,2008,USA,PG-13,"(6, 8]"
22000000,12232937,22823,1,16719.61766,212,969,1141,108,1,2009,USA,PG-13,"(4, 6]"
20000000,12134420,92237,1.06557377,25000,198,17000,1884,116,2.388288288,2010,UK,R,"(6, 8]"
20000000,11784000,6701,0.192307692,444,18,400,401,93,2.388288288,1994,USA,PG,"(4, 6]"
20000000,11034436,13505,0.761111111,16719.61766,350,5000,477,103,1,2005,UK,R,"(6, 8]"
20000000,9714482,30083,0.492857143,16719.61766,11000,1000,614,101,2.388288288,1996,USA,R,"(6, 8]"
20000000,9525276,60156,0.555183946,16719.61766,949.3756281,856,1467,111,2.388288288,2007,USA,R,"(6, 8]"
21000000,8855646,49855,1.367521368,10000,52,22000,1148,99,1,2009,USA,PG-13,"(6, 8]"
33000000,8326035,21933,0.947368421,676,10,688,168,83,2,2005,Other,PG-13,"(4, 6]"
20000000,8054280,6838,0.64957265,924,54,786,1030,108,3,2004,USA,PG-13,"(6, 8]"
20000000,8093318,61935,1.657024793,18000,949.3756281,204,353,148,2.388288288,2014,USA,R,"(6, 8]"
20000000,7382993,3851,0.271929825,346,3,787,1283,77,2.388288288,2006,USA,G,"(0, 4]"
20000000,8888355,7894,2.6,16719.61766,9,997,1767,110,19,2013,USA,PG-13,"(4, 6]"
20000000,7268659,59248,1.585365854,48000,949.3756281,2000,848,107,7,2013,Other,R,"(4, 6]"
22000000,6852144,15169,0.605633803,16719.61766,17,669,515,100,2.388288288,2003,Other,PG-13,"(6, 8]"
20000000,6563357,18571,0.483333333,847,29,1000,1316,87,4,2008,USA,R,"(4, 6]"
